tot_purch_amt,sale_month,cty_twnshp_nme,crv_nbr,df.sale_year,dates,quarter
176365,10,St. Paul,1023775,2019,2019-12-02,Q4-2019
437500,10,Minneapolis,1023781,2019,2020-03-30,Q1-2020
208000,10,St. Paul,1023791,2019,2019-10-30,Q4-2019
123750,10,St. Paul,1023813,2019,2019-10-24,Q4-2019
215000,10,Minneapolis,1023840,2019,2020-05-19,Q2-2020
224000,10,Minneapolis,1023888,2019,2020-03-30,Q1-2020
165000,10,St. Paul,1023890,2019,2019-12-11,Q4-2019
174000,10,St. Paul,1023924,2019,2020-01-06,Q1-2020
345000,10,Minneapolis,1023950,2019,2020-06-10,Q2-2020
303000,10,St. Paul,1023961,2019,2019-12-02,Q4-2019
325000,10,Minneapolis,1024000,2019,2020-03-10,Q1-2020
242000,10,St. Paul,1024005,2019,2020-01-06,Q1-2020
550000,10,St. Paul,1024054,2019,2019-12-11,Q4-2019
170000,10,St. Paul,1024057,2019,2020-01-06,Q1-2020
495000,10,St. Paul,1024071,2019,2020-03-09,Q1-2020
301500,10,Minneapolis,1024080,2019,2020-06-23,Q2-2020
465000,10,St. Paul,1024095,2019,2020-03-09,Q1-2020
227000,10,Minneapolis,1024097,2019,2020-04-01,Q2-2020
134900,10,St. Paul,1024121,2019,2019-11-08,Q4-2019
481500,10,Minneapolis,1024165,2019,2020-04-08,Q2-2020
245000,10,St. Paul,1024175,2019,2019-12-02,Q4-2019
160000,10,St. Paul,1024192,2019,2019-11-05,Q4-2019
236000,10,Minneapolis,1024209,2019,2020-03-31,Q1-2020
2572174,10,Minneapolis,1024226,2019,2020-10-19,Q4-2020
760000,10,St. Paul,1024230,2019,2019-10-25,Q4-2019
275000,10,St. Paul,1024231,2019,2020-01-06,Q1-2020
1875000,10,Minneapolis,1024282,2019,2020-03-31,Q1-2020
2527174,10,Minneapolis,1024283,2019,2020-10-19,Q4-2020
156500,10,St. Paul,1024306,2019,2020-02-03,Q1-2020
289900,10,Minneapolis,1024324,2019,2020-04-08,Q2-2020
277500,10,St. Paul,1024347,2019,2019-11-05,Q4-2019
3.00E+05,10,Minneapolis,1024370,2019,2020-03-10,Q1-2020
302500,10,Minneapolis,1024374,2019,2020-05-19,Q2-2020
312000,10,Minneapolis,1024404,2019,2020-07-24,Q3-2020
197000,10,St. Paul,1024415,2019,2019-12-11,Q4-2019
381000,10,Minneapolis,1024427,2019,2020-07-21,Q3-2020
167000,10,St. Paul,1024437,2019,2019-11-04,Q4-2019
405000,10,Minneapolis,1024449,2019,2020-06-23,Q2-2020
361500,10,Minneapolis,1024459,2019,2020-04-08,Q2-2020
230000,10,St. Paul,1024467,2019,2019-10-30,Q4-2019
2.00E+05,10,Minneapolis,1024484,2019,2020-03-10,Q1-2020
175000,10,St. Paul,1024563,2019,2019-11-04,Q4-2019
272000,10,St. Paul,1024575,2019,2019-12-11,Q4-2019
239900,10,St. Paul,1024588,2019,2020-06-24,Q2-2020
532500,10,Minneapolis,1024600,2019,2020-04-08,Q2-2020
290000,10,St. Paul,1024638,2019,2019-12-02,Q4-2019
289500,10,Minneapolis,1024648,2019,2020-04-08,Q2-2020
180000,10,Minneapolis,1024662,2019,2020-08-04,Q3-2020
176000,10,St. Paul,1024690,2019,2019-12-11,Q4-2019
95000,10,Minneapolis,1024713,2019,2020-03-31,Q1-2020
15000,10,St. Paul,1024718,2019,2020-02-12,Q1-2020
90000,10,Minneapolis,1024719,2019,2020-03-31,Q1-2020
1550000,10,Minneapolis,1024748,2019,2020-05-19,Q2-2020
299500,10,Minneapolis,1024751,2019,2020-03-31,Q1-2020
350000,10,St. Paul,1024767,2019,2019-12-02,Q4-2019
745000,10,Minneapolis,1024828,2019,2020-07-22,Q3-2020
230000,10,Minneapolis,1024865,2019,2020-07-14,Q3-2020
459000,10,Minneapolis,1024883,2019,2020-03-31,Q1-2020
220000,10,St. Paul,1024894,2019,2020-02-12,Q1-2020
271000,10,Minneapolis,1024978,2019,2020-03-31,Q1-2020
415000,10,Minneapolis,1025009,2019,2020-06-23,Q2-2020
525000,10,Minneapolis,1025042,2019,2020-05-19,Q2-2020
290000,10,Minneapolis,1025055,2019,2020-03-31,Q1-2020
2118261,10,Minneapolis,1025109,2019,2020-10-19,Q4-2020
6.00E+05,10,Minneapolis,1025186,2019,2020-05-11,Q2-2020
114285,10,Minneapolis,1025208,2019,2020-04-08,Q2-2020
270000,10,Minneapolis,1025231,2019,2020-03-10,Q1-2020
210000,10,Minneapolis,1025234,2019,2020-03-31,Q1-2020
270000,10,St. Paul,1025260,2019,2020-03-04,Q1-2020
202000,10,St. Paul,1025285,2019,2020-01-06,Q1-2020
394000,10,St. Paul,1025306,2019,2019-12-02,Q4-2019
271900,10,Minneapolis,1025322,2019,2020-03-31,Q1-2020
375000,10,Minneapolis,1025332,2019,2020-07-01,Q3-2020
178000,10,St. Paul,1025340,2019,2020-01-06,Q1-2020
760000,10,Minneapolis,1025353,2019,2020-07-22,Q3-2020
265000,10,Minneapolis,1025361,2019,2020-07-21,Q3-2020
135000,10,St. Paul,1025362,2019,2020-01-06,Q1-2020
172000,10,St. Paul,1025366,2019,2019-11-05,Q4-2019
620000,10,St. Paul,1025372,2019,2019-10-30,Q4-2019
392000,10,St. Paul,1025379,2019,2020-03-09,Q1-2020
776000,10,Minneapolis,1025388,2019,2020-03-31,Q1-2020
287900,10,Minneapolis,1025409,2019,2020-03-31,Q1-2020
170000,10,St. Paul,1025417,2019,2020-01-06,Q1-2020
340000,10,Minneapolis,1025419,2019,2020-04-08,Q2-2020
210000,10,St. Paul,1025431,2019,2019-12-11,Q4-2019
215000,10,St. Paul,1025436,2019,2019-11-08,Q4-2019
341750,10,Minneapolis,1025444,2019,2020-04-08,Q2-2020
230000,10,St. Paul,1025464,2019,2019-12-11,Q4-2019
183000,10,St. Paul,1025486,2019,2019-10-28,Q4-2019
320000,10,Minneapolis,1025497,2019,2020-07-24,Q3-2020
249900,10,St. Paul,1025499,2019,2020-01-06,Q1-2020
90000,10,St. Paul,1025506,2019,2019-12-02,Q4-2019
195000,10,Minneapolis,1025516,2019,2020-04-08,Q2-2020
166500,10,Minneapolis,1025520,2019,2020-04-08,Q2-2020
3.00E+05,10,St. Paul,1025532,2019,2020-01-29,Q1-2020
355000,10,Minneapolis,1025537,2019,2020-05-11,Q2-2020
225000,10,Minneapolis,1025539,2019,2020-05-19,Q2-2020
620000,10,Minneapolis,1025565,2019,2020-07-14,Q3-2020
231750,10,St. Paul,1025589,2019,2020-01-06,Q1-2020
192500,10,St. Paul,1025602,2019,2020-01-06,Q1-2020
165900,10,Minneapolis,1025619,2019,2020-03-31,Q1-2020
460000,10,Minneapolis,1025628,2019,2020-05-12,Q2-2020
198000,10,Minneapolis,1025633,2019,2020-03-31,Q1-2020
250000,10,Minneapolis,1025640,2019,2020-07-24,Q3-2020
359525,10,St. Paul,1025654,2019,2019-10-30,Q4-2019
470000,10,Minneapolis,1025657,2019,2020-05-11,Q2-2020
208000,10,Minneapolis,1025661,2019,2020-08-11,Q3-2020
147000,10,St. Paul,1025670,2019,2019-12-13,Q4-2019
285500,10,Minneapolis,1025718,2019,2020-05-19,Q2-2020
275000,10,St. Paul,1025734,2019,2020-03-20,Q1-2020
221100,10,St. Paul,1025761,2019,2019-12-02,Q4-2019
290000,10,St. Paul,1025768,2019,2019-12-11,Q4-2019
235000,10,Minneapolis,1025772,2019,2020-03-06,Q1-2020
189500,10,St. Paul,1025773,2019,2019-12-02,Q4-2019
367000,10,Minneapolis,1025776,2019,2020-07-14,Q3-2020
365000,10,Minneapolis,1025787,2019,2020-03-05,Q1-2020
253000,10,Minneapolis,1025799,2019,2020-03-31,Q1-2020
405000,10,Minneapolis,1025804,2019,2020-09-30,Q3-2020
330000,10,Minneapolis,1025805,2019,2020-07-14,Q3-2020
155000,10,St. Paul,1025807,2019,2020-01-06,Q1-2020
320000,10,St. Paul,1025835,2019,2020-09-16,Q3-2020
510000,10,St. Paul,1025839,2019,2020-01-06,Q1-2020
675000,10,Minneapolis,1025868,2019,2020-03-31,Q1-2020
133900,10,St. Paul,1025877,2019,2020-01-06,Q1-2020
93000,10,Minneapolis,1025878,2019,2020-04-08,Q2-2020
115000,10,Minneapolis,1025895,2019,2020-04-08,Q2-2020
179900,10,St. Paul,1025897,2019,2020-01-06,Q1-2020
3.00E+05,10,St. Paul,1025903,2019,2019-12-02,Q4-2019
2.00E+05,10,Minneapolis,1025904,2019,2020-03-31,Q1-2020
263000,10,Minneapolis,1025913,2019,2020-04-09,Q2-2020
430000,10,Minneapolis,1025920,2019,2020-03-31,Q1-2020
151500,10,Minneapolis,1025932,2019,2020-06-09,Q2-2020
277000,10,St. Paul,1025970,2019,2019-11-01,Q4-2019
250000,10,Minneapolis,1026028,2019,2020-04-08,Q2-2020
180000,10,St. Paul,1026049,2019,2020-01-06,Q1-2020
183000,10,St. Paul,1026094,2019,2019-12-02,Q4-2019
209100,10,Minneapolis,1026095,2019,2020-05-11,Q2-2020
216000,10,Minneapolis,1026129,2019,2020-04-08,Q2-2020
170000,10,St. Paul,1026147,2019,2020-02-03,Q1-2020
170000,10,St. Paul,1026154,2019,2020-01-29,Q1-2020
305000,10,St. Paul,1026157,2019,2020-01-29,Q1-2020
306000,10,St. Paul,1026166,2019,2019-12-13,Q4-2019
219000,10,St. Paul,1026193,2019,2020-02-12,Q1-2020
190000,10,Minneapolis,1026196,2019,2020-08-20,Q3-2020
2.00E+05,10,St. Paul,1026197,2019,2019-12-11,Q4-2019
255000,10,St. Paul,1026213,2019,2019-12-11,Q4-2019
306000,10,Minneapolis,1026216,2019,2020-07-28,Q3-2020
318826,10,Minneapolis,1026226,2019,2020-04-01,Q2-2020
750000,10,St. Paul,1026236,2019,2020-01-06,Q1-2020
515000,10,St. Paul,1026267,2019,2020-03-09,Q1-2020
137000,10,St. Paul,1026289,2019,2020-02-05,Q1-2020
770000,10,St. Paul,1026298,2019,2020-11-09,Q4-2020
290000,10,Minneapolis,1026300,2019,2020-07-20,Q3-2020
1275000,10,Minneapolis,1026302,2019,2020-04-06,Q2-2020
99000,10,St. Paul,1026306,2019,2019-12-11,Q4-2019
408000,10,Minneapolis,1026307,2019,2020-06-23,Q2-2020
287000,10,St. Paul,1026314,2019,2020-01-29,Q1-2020
275000,10,Minneapolis,1026339,2019,2020-05-11,Q2-2020
501000,10,St. Paul,1026343,2019,2020-01-06,Q1-2020
220000,10,St. Paul,1026355,2019,2020-01-29,Q1-2020
726000,10,St. Paul,1026379,2019,2020-03-09,Q1-2020
4.00E+05,10,St. Paul,1026406,2019,2020-03-20,Q1-2020
415000,10,St. Paul,1026410,2019,2019-12-02,Q4-2019
223000,10,Minneapolis,1026420,2019,2020-03-31,Q1-2020
252000,10,Minneapolis,1026472,2019,2020-07-14,Q3-2020
297500,10,Minneapolis,1026571,2019,2020-05-19,Q2-2020
280000,10,Minneapolis,1026597,2019,2020-04-08,Q2-2020
220000,10,St. Paul,1026611,2019,2020-02-05,Q1-2020
488000,10,Minneapolis,1026640,2019,2020-05-12,Q2-2020
211500,10,Minneapolis,1026683,2019,2020-08-19,Q3-2020
423500,10,Minneapolis,1026695,2019,2020-07-14,Q3-2020
130000,10,St. Paul,1026698,2019,2019-12-02,Q4-2019
855000,10,Minneapolis,1026738,2019,2020-05-13,Q2-2020
227500,10,Minneapolis,1026759,2019,2020-04-08,Q2-2020
167000,10,St. Paul,1026760,2019,2019-12-11,Q4-2019
140000,10,Minneapolis,1027010,2019,2020-05-19,Q2-2020
165000,10,Minneapolis,1027014,2019,2020-03-31,Q1-2020
280000,10,Minneapolis,1027051,2019,2020-06-29,Q2-2020
399000,10,Minneapolis,1027058,2019,2020-03-31,Q1-2020
137500,10,St. Paul,1027091,2019,2020-03-11,Q1-2020
245000,10,St. Paul,1027142,2019,2019-12-11,Q4-2019
2.00E+05,10,St. Paul,1027194,2019,2019-12-11,Q4-2019
325000,10,St. Paul,1027199,2019,2020-01-06,Q1-2020
282500,10,Minneapolis,1027203,2019,2020-03-31,Q1-2020
175000,10,St. Paul,1027207,2019,2019-12-11,Q4-2019
197400,10,Minneapolis,1027246,2019,2020-03-09,Q1-2020
350000,10,Minneapolis,1027247,2019,2020-02-20,Q1-2020
420000,10,Minneapolis,1027263,2019,2020-07-27,Q3-2020
170000,10,St. Paul,1027290,2019,2020-01-06,Q1-2020
199000,10,Minneapolis,1027303,2019,2020-03-31,Q1-2020
525000,10,Minneapolis,1027332,2019,2020-04-08,Q2-2020
479000,10,Minneapolis,1027343,2019,2020-03-31,Q1-2020
358500,10,St. Paul,1027360,2019,2020-01-30,Q1-2020
155000,10,Minneapolis,1027398,2019,2020-04-01,Q2-2020
279900,10,Minneapolis,1027404,2019,2020-04-01,Q2-2020
135000,10,St. Paul,1027436,2019,2019-12-02,Q4-2019
205000,10,Minneapolis,1027440,2019,2020-04-08,Q2-2020
175000,10,St. Paul,1027461,2019,2020-02-12,Q1-2020
323000,10,Minneapolis,1027473,2019,2020-04-01,Q2-2020
312000,10,Minneapolis,1027487,2019,2020-08-19,Q3-2020
240000,10,Minneapolis,1027489,2019,2020-04-01,Q2-2020
159900,10,Minneapolis,1027519,2019,2020-04-01,Q2-2020
444000,10,St. Paul,1027546,2019,2020-01-06,Q1-2020
550000,10,Minneapolis,1027552,2019,2020-04-01,Q2-2020
171500,10,St. Paul,1027614,2019,2020-02-05,Q1-2020
185000,10,St. Paul,1027624,2019,2020-01-06,Q1-2020
90000,10,Minneapolis,1027635,2019,2020-04-01,Q2-2020
174900,10,St. Paul,1027640,2019,2020-02-12,Q1-2020
274000,10,St. Paul,1027674,2019,2020-01-06,Q1-2020
752000,10,Minneapolis,1027680,2019,2020-04-08,Q2-2020
160000,10,St. Paul,1027689,2019,2020-03-09,Q1-2020
250000,10,Minneapolis,1027693,2019,2020-04-01,Q2-2020
140000,10,Minneapolis,1027695,2019,2020-02-27,Q1-2020
116760,10,St. Paul,1027701,2019,2019-12-02,Q4-2019
264000,10,Minneapolis,1027705,2019,2020-07-24,Q3-2020
289422,10,Minneapolis,1027719,2019,2020-07-24,Q3-2020
305000,10,St. Paul,1027749,2019,2020-01-06,Q1-2020
328000,10,Minneapolis,1027757,2019,2020-07-24,Q3-2020
122650,10,St. Paul,1027773,2019,2020-01-17,Q1-2020
235000,10,Minneapolis,1027797,2019,2020-04-01,Q2-2020
120000,10,St. Paul,1027804,2019,2019-12-11,Q4-2019
295000,10,Minneapolis,1027809,2019,2020-04-01,Q2-2020
440000,10,St. Paul,1027821,2019,2020-01-06,Q1-2020
3.00E+05,10,Minneapolis,1027861,2019,2020-02-27,Q1-2020
560000,10,Minneapolis,1027863,2019,2020-04-01,Q2-2020
134000,10,Minneapolis,1027891,2019,2020-07-27,Q3-2020
257900,10,St. Paul,1027895,2019,2019-12-02,Q4-2019
206000,10,Minneapolis,1027935,2019,2020-04-08,Q2-2020
190000,10,Minneapolis,1027991,2019,2020-05-12,Q2-2020
525000,10,Minneapolis,1028030,2019,2020-05-11,Q2-2020
165000,10,Minneapolis,1028044,2019,2020-03-18,Q1-2020
375000,10,St. Paul,1028048,2019,2020-01-15,Q1-2020
290000,10,Minneapolis,1028064,2019,2020-06-30,Q2-2020
354000,10,Minneapolis,1028096,2019,2020-04-01,Q2-2020
194000,10,Minneapolis,1028115,2019,2020-04-01,Q2-2020
329600,10,Minneapolis,1028128,2019,2020-07-24,Q3-2020
1920000,10,Minneapolis,1028145,2019,2020-03-09,Q1-2020
355000,10,St. Paul,1028168,2019,2019-12-02,Q4-2019
79900,10,Minneapolis,1028208,2019,2020-07-22,Q3-2020
475000,10,Minneapolis,1028215,2019,2020-05-19,Q2-2020
263900,10,Minneapolis,1028233,2019,2020-05-19,Q2-2020
245000,10,Minneapolis,1028263,2019,2020-07-22,Q3-2020
247000,10,St. Paul,1028265,2019,2020-03-09,Q1-2020
607000,10,Minneapolis,1028275,2019,2020-04-01,Q2-2020
395000,10,Minneapolis,1028279,2019,2020-07-24,Q3-2020
199900,10,Minneapolis,1028287,2019,2020-11-04,Q4-2020
180000,10,Minneapolis,1028302,2019,2020-04-01,Q2-2020
285000,10,Minneapolis,1028306,2019,2020-04-01,Q2-2020
560000,10,St. Paul,1028310,2019,2020-01-06,Q1-2020
175000,10,Minneapolis,1028324,2019,2020-04-01,Q2-2020
218000,10,St. Paul,1028351,2019,2019-12-11,Q4-2019
125000,10,Minneapolis,1028362,2019,2020-03-04,Q1-2020
875000,10,Minneapolis,1028368,2019,2020-04-01,Q2-2020
304900,10,St. Paul,1028371,2019,2020-01-06,Q1-2020
491500,10,St. Paul,1028374,2019,2020-03-09,Q1-2020
272000,10,Minneapolis,1028387,2019,2020-04-01,Q2-2020
549900,10,St. Paul,1028401,2019,2020-01-06,Q1-2020
648500,10,Minneapolis,1028415,2019,2020-04-01,Q2-2020
215000,10,Minneapolis,1028447,2019,2020-04-01,Q2-2020
190000,10,Minneapolis,1028485,2019,2020-05-12,Q2-2020
215000,10,St. Paul,1028492,2019,2019-12-02,Q4-2019
538000,10,Minneapolis,1028523,2019,2020-05-12,Q2-2020
358161,10,Minneapolis,1028527,2019,2020-04-01,Q2-2020
250000,10,Minneapolis,1028530,2019,2020-04-01,Q2-2020
484000,10,Minneapolis,1028564,2019,2020-04-08,Q2-2020
207500,10,Minneapolis,1028567,2019,2020-07-24,Q3-2020
454900,10,St. Paul,1028581,2019,2019-12-02,Q4-2019
328400,10,St. Paul,1028605,2019,2019-12-02,Q4-2019
180000,10,Minneapolis,1028614,2019,2020-09-04,Q3-2020
177500,10,Minneapolis,1028649,2019,2020-04-01,Q2-2020
534000,10,Minneapolis,1028724,2019,2020-11-06,Q4-2020
419000,10,St. Paul,1028725,2019,2020-03-20,Q1-2020
150000,10,Minneapolis,1028760,2019,2020-04-01,Q2-2020
150000,10,St. Paul,1028783,2019,2020-03-09,Q1-2020
235000,10,Minneapolis,1028796,2019,2020-04-01,Q2-2020
580000,10,Minneapolis,1028806,2019,2020-04-01,Q2-2020
155000,11,St. Paul,1028850,2019,2020-02-27,Q1-2020
4.00E+05,11,St. Paul,1028855,2019,2020-03-09,Q1-2020
790000,10,St. Paul,1028936,2019,2020-09-11,Q3-2020
362300,10,Minneapolis,1028945,2019,2020-07-14,Q3-2020
196000,10,St. Paul,1028964,2019,2020-01-06,Q1-2020
499250,10,Minneapolis,1028991,2019,2020-07-14,Q3-2020
310000,10,Minneapolis,1029020,2019,2020-07-14,Q3-2020
191000,10,St. Paul,1029028,2019,2020-01-29,Q1-2020
135000,10,St. Paul,1029030,2019,2020-06-16,Q2-2020
120000,10,St. Paul,1029033,2019,2020-03-18,Q1-2020
135000,10,Minneapolis,1029043,2019,2020-08-25,Q3-2020
412500,10,Minneapolis,1029045,2019,2020-07-14,Q3-2020
410000,10,Minneapolis,1029069,2019,2020-04-01,Q2-2020
340000,10,Minneapolis,1029073,2019,2020-04-01,Q2-2020
219000,10,St. Paul,1029101,2019,2020-01-29,Q1-2020
119900,10,Minneapolis,1029109,2019,2020-05-12,Q2-2020
310000,10,Minneapolis,1029135,2019,2020-04-01,Q2-2020
409200,10,Minneapolis,1029151,2019,2020-07-24,Q3-2020
345000,10,Minneapolis,1029155,2019,2020-06-23,Q2-2020
220000,10,St. Paul,1029169,2019,2019-12-11,Q4-2019
340000,10,Minneapolis,1029210,2019,2020-05-19,Q2-2020
409000,10,St. Paul,1029216,2019,2019-12-02,Q4-2019
149900,10,Minneapolis,1029303,2019,2020-04-01,Q2-2020
189900,10,Minneapolis,1029353,2019,2020-04-01,Q2-2020
179000,10,St. Paul,1029364,2019,2019-12-11,Q4-2019
206000,10,St. Paul,1029367,2019,2020-03-09,Q1-2020
167500,10,Minneapolis,1029391,2019,2020-04-01,Q2-2020
395000,10,St. Paul,1029402,2019,2019-12-02,Q4-2019
425000,10,Minneapolis,1029420,2019,2020-04-08,Q2-2020
315000,10,St. Paul,1029465,2019,2019-12-02,Q4-2019
124500,10,St. Paul,1029489,2019,2020-02-12,Q1-2020
416000,10,Minneapolis,1029494,2019,2020-04-01,Q2-2020
209900,10,St. Paul,1029534,2019,2019-12-02,Q4-2019
199900,10,Minneapolis,1029564,2019,2020-04-01,Q2-2020
335000,10,St. Paul,1029566,2019,2020-03-09,Q1-2020
965000,10,Minneapolis,1029571,2019,2020-04-08,Q2-2020
222500,10,St. Paul,1029576,2019,2019-12-02,Q4-2019
217000,10,Minneapolis,1029601,2019,2020-04-08,Q2-2020
166500,10,Minneapolis,1029627,2019,2019-11-04,Q4-2019
240000,11,St. Paul,1029652,2019,2020-01-06,Q1-2020
122000,10,St. Paul,1029658,2019,2020-01-06,Q1-2020
155000,10,St. Paul,1029661,2019,2020-01-06,Q1-2020
250000,10,St. Paul,1029703,2019,2020-01-30,Q1-2020
240000,10,Minneapolis,1029726,2019,2020-04-30,Q2-2020
206500,10,Minneapolis,1029730,2019,2020-07-24,Q3-2020
248000,10,St. Paul,1029739,2019,2020-03-18,Q1-2020
217000,10,St. Paul,1029771,2019,2020-02-05,Q1-2020
430000,10,Minneapolis,1029778,2019,2020-05-11,Q2-2020
349000,10,St. Paul,1029781,2019,2020-01-06,Q1-2020
255000,10,St. Paul,1029811,2019,2020-01-06,Q1-2020
135000,10,St. Paul,1029815,2019,2019-12-11,Q4-2019
255000,10,St. Paul,1029824,2019,2019-12-11,Q4-2019
170000,10,Minneapolis,1029847,2019,2020-04-01,Q2-2020
307515,10,Minneapolis,1029883,2019,2020-08-17,Q3-2020
1164600,10,Minneapolis,1029897,2019,2020-03-09,Q1-2020
302000,10,St. Paul,1029911,2019,2020-01-06,Q1-2020
105000,10,St. Paul,1029927,2019,2020-03-09,Q1-2020
175000,10,St. Paul,1029936,2019,2019-12-11,Q4-2019
207900,10,St. Paul,1029967,2019,2020-03-09,Q1-2020
2.00E+05,10,St. Paul,1029975,2019,2019-12-11,Q4-2019
224900,10,St. Paul,1029979,2019,2019-12-02,Q4-2019
162000,10,Minneapolis,1029988,2019,2020-09-09,Q3-2020
299900,11,Minneapolis,1030066,2019,2020-05-12,Q2-2020
187000,10,Minneapolis,1030069,2019,2020-04-02,Q2-2020
184300,10,St. Paul,1030075,2019,2019-12-11,Q4-2019
339000,10,Minneapolis,1030077,2019,2020-04-02,Q2-2020
310000,10,Minneapolis,1030087,2019,2020-05-11,Q2-2020
209900,10,St. Paul,1030102,2019,2019-12-11,Q4-2019
260000,10,Minneapolis,1030120,2019,2020-04-08,Q2-2020
250100,10,St. Paul,1030122,2019,2020-02-05,Q1-2020
887500,10,Minneapolis,1030130,2019,2020-04-02,Q2-2020
480000,10,Minneapolis,1030151,2019,2020-03-09,Q1-2020
570000,10,St. Paul,1030154,2019,2019-12-13,Q4-2019
875000,10,Minneapolis,1030167,2019,2020-08-25,Q3-2020
270000,10,St. Paul,1030194,2019,2019-12-11,Q4-2019
175000,10,St. Paul,1030205,2019,2020-02-12,Q1-2020
211500,10,Minneapolis,1030232,2019,2020-11-06,Q4-2020
220000,10,St. Paul,1030234,2019,2020-01-06,Q1-2020
186500,11,Minneapolis,1030235,2019,2020-04-08,Q2-2020
555000,10,Minneapolis,1030248,2019,2020-04-02,Q2-2020
345000,10,Minneapolis,1030251,2019,2020-07-14,Q3-2020
435000,10,St. Paul,1030326,2019,2020-03-09,Q1-2020
10000,10,Minneapolis,1030338,2019,2020-11-07,Q4-2020
185000,10,St. Paul,1030342,2019,2019-12-11,Q4-2019
165000,10,St. Paul,1030343,2019,2020-01-06,Q1-2020
215500,10,Minneapolis,1030404,2019,2020-04-02,Q2-2020
144000,10,St. Paul,1030408,2019,2020-03-04,Q1-2020
340000,10,Minneapolis,1030414,2019,2020-04-02,Q2-2020
199900,10,Minneapolis,1030417,2019,2020-04-08,Q2-2020
275000,10,Minneapolis,1030425,2019,2020-05-12,Q2-2020
350280,10,Minneapolis,1030432,2019,2020-05-11,Q2-2020
134000,10,Minneapolis,1030464,2019,2020-04-02,Q2-2020
360051,10,Minneapolis,1030465,2019,2020-04-08,Q2-2020
175000,10,Minneapolis,1030477,2019,2020-05-19,Q2-2020
625000,10,St. Paul,1030480,2019,2020-10-14,Q4-2020
615000,10,St. Paul,1030481,2019,2020-01-06,Q1-2020
190000,10,St. Paul,1030489,2019,2019-12-11,Q4-2019
201000,10,Minneapolis,1030490,2019,2020-07-22,Q3-2020
295000,10,Minneapolis,1030493,2019,2020-05-11,Q2-2020
225000,10,Minneapolis,1030497,2019,2020-04-02,Q2-2020
215000,10,St. Paul,1030499,2019,2020-01-06,Q1-2020
285500,10,Minneapolis,1030524,2019,2020-04-02,Q2-2020
295000,10,St. Paul,1030526,2019,2019-12-02,Q4-2019
219340,10,St. Paul,1030549,2019,2020-01-06,Q1-2020
280000,10,Minneapolis,1030567,2019,2020-04-02,Q2-2020
324900,10,Minneapolis,1030568,2019,2020-04-08,Q2-2020
157500,10,St. Paul,1030574,2019,2020-02-05,Q1-2020
284000,10,Minneapolis,1030585,2019,2020-05-19,Q2-2020
180000,10,St. Paul,1030605,2019,2020-03-09,Q1-2020
173000,10,St. Paul,1030622,2019,2020-01-06,Q1-2020
250000,10,Minneapolis,1030625,2019,2020-05-19,Q2-2020
320000,11,St. Paul,1030666,2019,2019-12-02,Q4-2019
332000,10,St. Paul,1030668,2019,2019-12-11,Q4-2019
385000,10,Minneapolis,1030671,2019,2020-07-14,Q3-2020
180000,10,Minneapolis,1030677,2019,2020-04-02,Q2-2020
4.00E+05,10,Minneapolis,1030679,2019,2020-07-10,Q3-2020
115000,10,Minneapolis,1030723,2019,2020-05-12,Q2-2020
439900,10,St. Paul,1030726,2019,2020-01-06,Q1-2020
620900,10,Minneapolis,1030730,2019,2020-05-11,Q2-2020
206000,10,St. Paul,1030735,2019,2019-12-11,Q4-2019
215000,10,Minneapolis,1030738,2019,2020-05-11,Q2-2020
8.00E+05,10,St. Paul,1030757,2019,2020-03-20,Q1-2020
401000,10,Minneapolis,1030777,2019,2020-10-22,Q4-2020
208000,10,Minneapolis,1030789,2019,2020-03-09,Q1-2020
830000,10,Minneapolis,1030809,2019,2020-09-29,Q3-2020
325000,10,Minneapolis,1030841,2019,2020-08-25,Q3-2020
4.00E+05,10,St. Paul,1030849,2019,2020-03-09,Q1-2020
347500,10,Minneapolis,1030896,2019,2020-08-19,Q3-2020
315000,10,Minneapolis,1030927,2019,2020-05-19,Q2-2020
202150,10,St. Paul,1030929,2019,2020-03-09,Q1-2020
240000,10,Minneapolis,1030940,2019,2020-04-02,Q2-2020
219000,10,St. Paul,1030946,2019,2020-01-06,Q1-2020
454400,10,Minneapolis,1030989,2019,2020-04-08,Q2-2020
265000,10,St. Paul,1031000,2019,2020-03-09,Q1-2020
107000,10,St. Paul,1031008,2019,2020-03-09,Q1-2020
2.00E+05,10,Minneapolis,1031017,2019,2020-08-04,Q3-2020
230000,10,St. Paul,1031021,2019,2019-12-11,Q4-2019
585000,11,Minneapolis,1031037,2019,2020-04-02,Q2-2020
250000,10,Minneapolis,1031046,2019,2020-04-08,Q2-2020
250000,10,Minneapolis,1031052,2019,2020-04-08,Q2-2020
315000,10,St. Paul,1031082,2019,2020-02-05,Q1-2020
239900,10,Minneapolis,1031101,2019,2020-03-10,Q1-2020
225000,10,Minneapolis,1031175,2019,2020-04-02,Q2-2020
450000,10,Minneapolis,1031200,2019,2020-06-23,Q2-2020
265000,10,St. Paul,1031213,2019,2019-12-11,Q4-2019
242000,11,St. Paul,1031218,2019,2019-12-02,Q4-2019
325000,10,Minneapolis,1031228,2019,2020-04-08,Q2-2020
250000,10,Minneapolis,1031230,2019,2020-04-08,Q2-2020
226500,10,St. Paul,1031231,2019,2020-03-09,Q1-2020
135000,10,Minneapolis,1031236,2019,2020-10-09,Q4-2020
